province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Unknown,Malaysia,2022-04-04,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-21,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-05,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-13,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-05,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-31,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-02-07,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-23,,,,0,0,,,,,"Unknown, Malaysia"
,Singapore,2020-02-19,,,,84,0,34,,,,
,Thailand,2020-02-19,,,,35,0,15,,,,
,Malaysia,2020-02-19,,,,22,0,15,,,,
,Vietnam,2020-02-19,,,,16,0,7,,,,
,Philippines,2020-02-19,,,,3,1,1,,,,
,Cambodia,2020-02-19,,,,1,0,1,,,,
,Singapore,2020-02-13,,,,58,0,15,,,,
,Thailand,2020-02-13,,,,33,0,12,,,,
,Malaysia,2020-02-13,,,,19,0,3,,,,
,Vietnam,2020-02-13,,,,16,0,7,,,,
,Philippines,2020-02-13,,,,3,1,1,,,,
,Cambodia,2020-02-13,,,,1,0,1,,,,
Unknown,Malaysia,2021-11-15,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-07,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-12-11,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-17,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-01-21,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-06-25,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-21,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-26,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-06-26,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-02,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-06-19,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-16,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-01-26,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-01-09,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-02-14,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-02-22,,,,0,0,,,,,"Unknown, Malaysia"
,Singapore,2020-02-17,,,,77,0,24,,,,
,Thailand,2020-02-17,,,,35,0,15,,,,
,Malaysia,2020-02-17,,,,22,0,7,,,,
,Vietnam,2020-02-17,,,,16,0,7,,,,
,Philippines,2020-02-17,,,,3,1,1,,,,
,Cambodia,2020-02-17,,,,1,0,1,,,,
Unknown,Malaysia,2021-12-07,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-02-09,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-11,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-05,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-12-08,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-12-14,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-03,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-16,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-26,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-01-13,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-01-06,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-30,,,,0,0,,,,,"Unknown, Malaysia"
,Thailand,2020-01-26,,,,8,,2,,,,
,Singapore,2020-01-26,,,,4,,,,,,
,Vietnam,2020-01-26,,,,2,,,,,,
,Malaysia,2020-01-26,,,,4,,,,,,
Unknown,Malaysia,2022-01-14,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-10-02,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-22,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-02-24,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-30,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-14,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-29,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-11,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-05,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-27,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-12,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-01-08,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-17,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-05,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-01-07,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-13,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-15,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-02-15,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-23,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-25,,,,0,0,,,,,"Unknown, Malaysia"
,Singapore,2020-02-24,,,,89,0,51,,,,
,Thailand,2020-02-24,,,,35,0,21,,,,
,Malaysia,2020-02-24,,,,22,0,18,,,,
,Vietnam,2020-02-24,,,,16,0,14,,,,
,Philippines,2020-02-24,,,,3,1,1,,,,
,Cambodia,2020-02-24,,,,1,0,1,,,,
Unknown,Malaysia,2022-09-17,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-10-03,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-21,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-18,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-01-28,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-03-01,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-26,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-09-26,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-06,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-29,,,,0,0,,,,,"Unknown, Malaysia"
,Singapore,2020-02-18,,,,81,0,29,,,,
,Thailand,2020-02-18,,,,35,0,15,,,,
,Malaysia,2020-02-18,,,,22,0,13,,,,
,Vietnam,2020-02-18,,,,16,0,7,,,,
,Philippines,2020-02-18,,,,3,1,1,,,,
,Cambodia,2020-02-18,,,,1,0,1,,,,
Unknown,Malaysia,2022-01-29,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-12,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-12-17,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-06-01,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-26,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-09,,,,0,0,,,,,"Unknown, Malaysia"
,Singapore,2020-02-21,,,,85,0,37,,,,
,Thailand,2020-02-21,,,,35,0,17,,,,
,Malaysia,2020-02-21,,,,22,0,15,,,,
,Vietnam,2020-02-21,,,,16,0,14,,,,
,Philippines,2020-02-21,,,,3,1,1,,,,
,Cambodia,2020-02-21,,,,1,0,1,,,,
Unknown,Malaysia,2022-03-18,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-28,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-03-02,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-19,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-11,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-01-24,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-30,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-06,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-16,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-20,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-04,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-12-24,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-02,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-01,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-03-28,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-26,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-02-18,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-10,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-08,,,,0,0,,,,,"Unknown, Malaysia"
,Singapore,2020-02-10,,,,45,0,2,,,,
,Thailand,2020-02-10,,,,32,0,10,,,,
,Malaysia,2020-02-10,,,,18,0,1,,,,
,Vietnam,2020-02-10,,,,14,0,1,,,,
,Philippines,2020-02-10,,,,3,1,0,,,,
,Cambodia,2020-02-10,,,,1,0,0,,,,
Unknown,Malaysia,2022-02-03,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-03-13,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-07,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-09-23,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-12-05,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-17,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-12-23,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-25,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-03-21,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-02-28,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-01,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-18,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-01-11,,,,0,0,,,,,"Unknown, Malaysia"
,Singapore,2020-02-16,,,,75,0,18,,,,
,Thailand,2020-02-16,,,,34,0,14,,,,
,Malaysia,2020-02-16,,,,22,0,7,,,,
,Vietnam,2020-02-16,,,,16,0,7,,,,
,Philippines,2020-02-16,,,,3,1,1,,,,
,Cambodia,2020-02-16,,,,1,0,1,,,,
Unknown,Malaysia,2022-05-24,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-11,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-06-04,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-02,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-19,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-06-21,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-30,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-12-12,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-06-24,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-22,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-12,,,,0,0,,,,,"Unknown, Malaysia"
,Thailand,2020-02-01,,,,19,0,5,,,,
,Singapore,2020-02-01,,,,16,0,0,,,,
,Malaysia,2020-02-01,,,,8,0,0,,,,
,Vietnam,2020-02-01,,,,6,0,1,,,,
,Cambodia,2020-02-01,,,,1,0,0,,,,
,Philippines,2020-02-01,,,,1,0,0,,,,
Unknown,Malaysia,2021-12-10,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-06,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-06-08,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-02-08,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-19,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-18,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-02-01,,,,0,0,,,,,"Unknown, Malaysia"
,Singapore,2020-02-06,,,,28,0,0,,,,
,Thailand,2020-02-06,,,,25,0,5,,,,
,Malaysia,2020-02-06,,,,12,0,0,,,,
,Vietnam,2020-02-06,,,,10,0,1,,,,
,Philippines,2020-02-06,,,,2,1,0,,,,
,Cambodia,2020-02-06,,,,1,0,0,,,,
Unknown,Malaysia,2021-12-09,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-12-26,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-16,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-28,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-02,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-03-11,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-03-26,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-01-25,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-02-20,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-25,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-05,,,,0,0,,,,,"Unknown, Malaysia"
,Singapore,2020-02-29,,,,102,0,72,,,,
,Thailand,2020-02-29,,,,42,0,28,,,,
,Malaysia,2020-02-29,,,,25,0,18,,,,
,Vietnam,2020-02-29,,,,16,0,16,,,,
,Philippines,2020-02-29,,,,3,1,1,,,,
,Cambodia,2020-02-29,,,,1,0,1,,,,
Unknown,Malaysia,2022-07-13,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-03,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-23,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-15,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-21,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-23,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-03,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-09,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-02-13,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-18,,,,0,0,,,,,"Unknown, Malaysia"
,Thailand,2020-01-24,,,,5,,,,,,
,Singapore,2020-01-24,,,,3,,,,,,
,Vietnam,2020-01-24,,,,2,,,,,,
Unknown,Malaysia,2021-10-17,,,,0,0,,,,,"Unknown, Malaysia"
,Thailand,2020-02-03,,,,19,0,5,,,,
,Singapore,2020-02-03,,,,18,0,0,,,,
,Malaysia,2020-02-03,,,,8,0,0,,,,
,Vietnam,2020-02-03,,,,8,0,1,,,,
,Philippines,2020-02-03,,,,2,1,0,,,,
,Cambodia,2020-02-03,,,,1,0,0,,,,
Unknown,Malaysia,2022-10-06,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-09,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-12,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-30,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-04,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-22,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-20,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-12-29,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-14,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-06,,,,0,0,,,,,"Unknown, Malaysia"
,Singapore,2020-02-08,,,,33,0,2,,,,
,Thailand,2020-02-08,,,,32,0,10,,,,
,Malaysia,2020-02-08,,,,16,0,1,,,,
,Vietnam,2020-02-08,,,,13,0,1,,,,
,Philippines,2020-02-08,,,,3,1,0,,,,
,Cambodia,2020-02-08,,,,1,0,0,,,,
Unknown,Malaysia,2022-04-08,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-02-12,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-24,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-03-29,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-06-27,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-10,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-10-05,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-25,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-19,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-27,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-03-12,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-07,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-20,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-02-04,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-03-06,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-03-14,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-03-22,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-12-30,,,,0,0,,,,,"Unknown, Malaysia"
,Singapore,2020-02-11,,,,47,0,9,,,,
,Thailand,2020-02-11,,,,33,0,10,,,,
,Malaysia,2020-02-11,,,,18,0,3,,,,
,Vietnam,2020-02-11,,,,15,0,6,,,,
,Philippines,2020-02-11,,,,3,1,0,,,,
,Cambodia,2020-02-11,,,,1,0,0,,,,
Unknown,Malaysia,2021-12-06,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-24,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-10,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-09-22,,,,0,0,0,0,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-29,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-02,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-12-22,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-10-04,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-16,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-14,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-16,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-20,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-26,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-24,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-04,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-30,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-19,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-19,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-01-27,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-06-29,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-12-28,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-02,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-07,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-31,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-04,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-06-14,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-12,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-09-24,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-22,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-12-20,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-29,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-14,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-06-06,,,,0,0,,,,,"Unknown, Malaysia"
,Singapore,2020-02-07,,,,30,0,0,,,,
,Thailand,2020-02-07,,,,25,0,5,,,,
,Malaysia,2020-02-07,,,,12,0,1,,,,
,Vietnam,2020-02-07,,,,10,0,1,,,,
,Philippines,2020-02-07,,,,3,1,0,,,,
,Cambodia,2020-02-07,,,,1,0,0,,,,
Unknown,Malaysia,2022-03-16,,,,0,0,,,,,"Unknown, Malaysia"
,Thailand,2020-01-25,,,,7,,,,,,
,Singapore,2020-01-25,,,,3,,,,,,
,Vietnam,2020-01-25,,,,2,,,,,,
,Malaysia,2020-01-25,,,,3,,,,,,
,Thailand,2020-01-30,,,,14,,5,,,,
,Singapore,2020-01-30,,,,10,,,,,,
,Vietnam,2020-01-30,,,,2,,,,,,
,Malaysia,2020-01-30,,,,8,,,,,,
,Cambodia,2020-01-30,,,,1,,,,,,
,Philippines,2020-01-30,,,,1,,,,,,
Unknown,Malaysia,2022-01-20,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-04,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-27,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-19,,,,0,0,,,,,"Unknown, Malaysia"
,Singapore,2020-02-09,,,,40,0,2,,,,
,Thailand,2020-02-09,,,,32,0,10,,,,
,Malaysia,2020-02-09,,,,16,0,1,,,,
,Vietnam,2020-02-09,,,,13,0,1,,,,
,Philippines,2020-02-09,,,,3,1,0,,,,
,Cambodia,2020-02-09,,,,1,0,0,,,,
Unknown,Malaysia,2021-11-26,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-09,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-02,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-28,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-01,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-04-10,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-18,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-09-08,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-01-23,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-31,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-02-05,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-05-15,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-06-23,,,,0,0,,,,,"Unknown, Malaysia"
,Singapore,2020-02-23,,,,89,0,51,,,,
,Thailand,2020-02-23,,,,35,0,21,,,,
,Malaysia,2020-02-23,,,,22,0,15,,,,
,Vietnam,2020-02-23,,,,16,0,14,,,,
,Philippines,2020-02-23,,,,3,1,1,,,,
,Cambodia,2020-02-23,,,,1,0,1,,,,
Unknown,Malaysia,2021-10-21,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-08-11,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-07-03,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-01,,,,0,0,,,,,"Unknown, Malaysia"
,Thailand,2020-01-31,,,,19,,5,,,,
,Singapore,2020-01-31,,,,13,,,,,,
,Malaysia,2020-01-31,,,,8,,,,,,
,Vietnam,2020-01-31,,,,2,,,,,,
,Cambodia,2020-01-31,,,,1,,,,,,
,Philippines,2020-01-31,,,,1,,,,,,
Unknown,Malaysia,2022-04-07,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-11-17,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-12-25,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-02-19,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2022-03-27,,,,0,0,,,,,"Unknown, Malaysia"
Unknown,Malaysia,2021-10-09,,,,0,0,,,,,"Unknown, Malaysia"
W.P. Kuala Lumpur,Malaysia,2022-06-16,3.139,101.6869,POINT(101.6869 3.139),363127,2822,,,,,"W.P. Kuala Lumpur, Malaysia"
W.P. Kuala Lumpur,Malaysia,2021-11-07,3.139,101.6869,POINT(101.6869 3.139),195352,2569,,,,,"W.P. Kuala Lumpur, Malaysia"
W.P. Kuala Lumpur,Malaysia,2022-03-09,3.139,101.6869,POINT(101.6869 3.139),278542,2738,,,,,"W.P. Kuala Lumpur, Malaysia"
W.P. Kuala Lumpur,Malaysia,2021-11-24,3.139,101.6869,POINT(101.6869 3.139),200908,2595,,,,,"W.P. Kuala Lumpur, Malaysia"
W.P. Kuala Lumpur,Malaysia,2022-08-04,3.139,101.6869,POINT(101.6869 3.139),408378,2824,,,,,"W.P. Kuala Lumpur, Malaysia"
W.P. Kuala Lumpur,Malaysia,2021-12-02,3.139,101.6869,POINT(101.6869 3.139),203561,2619,,,,,"W.P. Kuala Lumpur, Malaysia"
W.P. Kuala Lumpur,Malaysia,2021-10-14,3.139,101.6869,POINT(101.6869 3.139),189389,2526,,,,,"W.P. Kuala Lumpur, Malaysia"
W.P. Kuala Lumpur,Malaysia,2022-08-21,3.139,101.6869,POINT(101.6869 3.139),421475,2828,,,,,"W.P. Kuala Lumpur, Malaysia"
W.P. Kuala Lumpur,Malaysia,2022-10-01,3.139,101.6869,POINT(101.6869 3.139),438817,2833,,,,,"W.P. Kuala Lumpur, Malaysia"
W.P. Kuala Lumpur,Malaysia,2022-01-15,3.139,101.6869,POINT(101.6869 3.139),214603,2692,,,,,"W.P. Kuala Lumpur, Malaysia"
W.P. Kuala Lumpur,Malaysia,2022-01-05,3.139,101.6869,POINT(101.6869 3.139),211794,2683,,,,,"W.P. Kuala Lumpur, Malaysia"
